fare,age,family,survived
65.65,53.0,5.0,1
20.32,,,1
117.44,60.0,5.0,0
184.52,43.0,9.0,0
153.65,62.0,2.0,1
169.85,76.0,1.0,1
24.88,69.0,,0
238.12,63.0,3.0,0
210.43,2.0,,0
202.25,54.0,6.0,0
206.63,16.0,7.0,1
233.51,55.0,8.0,0
138.34,43.0,9.0,1
54.07,61.0,7.0,0
156.11,38.0,3.0,0
187.01,45.0,1.0,0
185.79,51.0,9.0,0
132.76,42.0,4.0,0
21.77,24.0,6.0,0
95.92,30.0,1.0,1
230.59,37.0,3.0,0
148.19,53.0,5.0,0
136.89,63.0,7.0,0
70.87,11.0,9.0,0
95.27,,5.0,0
224.36,23.0,5.0,0
168.28,50.0,5.0,0
197.91,55.0,,1
116.31,55.0,2.0,0
159.41,4.0,0.0,0
65.85,54.0,1.0,0
177.84,61.0,1.0,0
109.76,78.0,9.0,0
113.42,5.0,6.0,0
164.08,18.0,5.0,0
234.39,44.0,,0
20.68,31.0,8.0,1
207.06,21.0,,1
76.63,47.0,2.0,0
113.76,30.0,3.0,0
10.37,55.0,7.0,0
78.76,68.0,2.0,0
128.14,69.0,1.0,1
18.76,41.0,6.0,1
125.32,45.0,3.0,0
232.14,74.0,7.0,0
30.82,30.0,0.0,0
192.29,77.0,7.0,1
105.37,45.0,4.0,0
165.52,45.0,1.0,1
68.76,79.0,0.0,1
44.08,45.0,,1
44.31,55.0,,0
22.27,59.0,8.0,0
50.48,5.0,,1
167.73,32.0,,1
221.01,6.0,5.0,0
204.46,26.0,9.0,1
172.86,37.0,5.0,1
32.06,13.0,4.0,0
75.85,69.0,1.0,0
80.9,25.0,6.0,0
66.24,13.0,0.0,1
131.18,20.0,,1
136.21,72.0,4.0,0
92.44,60.0,4.0,0
91.68,73.0,,0
208.0,21.0,8.0,0
198.38,61.0,6.0,0
80.41,79.0,9.0,1
228.88,26.0,7.0,1
238.44,54.0,,0
85.05,42.0,1.0,0
91.83,11.0,7.0,0
128.88,37.0,,0
235.57,11.0,7.0,1
219.7,27.0,8.0,0
30.13,34.0,8.0,0
101.22,38.0,5.0,0
140.58,61.0,7.0,0
128.27,53.0,,1
52.5,65.0,7.0,0
215.41,3.0,2.0,0
170.85,67.0,0.0,1
210.29,28.0,,0
215.4,14.0,0.0,0
188.35,52.0,0.0,0
112.61,30.0,0.0,1
154.58,58.0,3.0,1
44.29,54.0,3.0,0
170.04,69.0,9.0,1
48.92,15.0,5.0,0
175.02,38.0,9.0,0
61.25,78.0,2.0,1
33.8,14.0,9.0,0
45.49,57.0,5.0,1
5.49,59.0,6.0,0
181.09,8.0,0.0,0
184.44,72.0,5.0,0
131.16,19.0,9.0,0
44.53,32.0,0.0,0
25.47,29.0,6.0,0
9.69,41.0,9.0,1
45.61,75.0,,0
223.26,45.0,,0
64.18,13.0,3.0,0
91.8,,0.0,0
30.81,19.0,8.0,1
59.48,26.0,6.0,0
132.21,53.0,1.0,1
153.9,51.0,3.0,1
65.11,37.0,3.0,0
19.14,9.0,7.0,1
100.8,52.0,1.0,1
62.38,54.0,4.0,1
58.79,3.0,,0
240.17,69.0,7.0,0
155.99,8.0,5.0,0
141.44,14.0,3.0,0
106.86,3.0,4.0,1
110.09,24.0,1.0,1
137.52,13.0,,0
175.63,43.0,2.0,1
177.03,29.0,2.0,1
47.07,72.0,6.0,0
127.53,51.0,,1
105.93,42.0,3.0,0
218.28,31.0,6.0,0
159.7,63.0,2.0,1
135.46,26.0,9.0,1
33.27,18.0,9.0,1
153.38,57.0,1.0,0
33.71,7.0,9.0,1
87.62,48.0,6.0,0
40.0,60.0,4.0,0
174.56,33.0,0.0,0
55.53,3.0,9.0,0
101.01,4.0,7.0,0
224.44,4.0,2.0,1
55.06,42.0,6.0,0
129.41,9.0,5.0,1
107.72,51.0,9.0,0
9.44,17.0,,0
199.23,17.0,7.0,0
21.92,20.0,3.0,1
121.19,14.0,,1
142.37,22.0,2.0,0
158.96,52.0,0.0,0
173.71,27.0,9.0,1
67.05,43.0,2.0,0
7.44,3.0,0.0,0
182.24,8.0,5.0,0
136.24,10.0,,0
209.85,29.0,,0
206.24,40.0,3.0,0
211.61,65.0,4.0,0
123.85,21.0,6.0,0
86.74,,,0
198.93,73.0,1.0,1
115.57,60.0,6.0,0
49.94,26.0,,0
214.47,9.0,0.0,0
221.23,20.0,5.0,0
119.25,56.0,8.0,0
23.55,36.0,6.0,0
100.02,36.0,4.0,1
201.87,73.0,9.0,1
225.93,22.0,9.0,1
54.85,1.0,8.0,0
21.41,69.0,1.0,0
219.95,73.0,6.0,0
100.4,37.0,,1
137.73,72.0,1.0,0
242.18,13.0,9.0,1
21.31,43.0,5.0,0
163.84,,8.0,0
23.16,74.0,2.0,0
96.99,25.0,7.0,0
201.93,,4.0,0
111.2,41.0,6.0,0
249.31,73.0,2.0,0
141.97,42.0,7.0,1
83.68,42.0,1.0,0
58.93,2.0,7.0,0
90.88,68.0,1.0,0
96.27,8.0,6.0,1
21.83,61.0,1.0,0
95.55,14.0,6.0,1
118.74,77.0,,0
182.07,21.0,5.0,1
165.9,24.0,9.0,0
178.65,50.0,6.0,0
7.05,45.0,3.0,1
58.33,64.0,0.0,1
167.11,64.0,5.0,1
123.58,26.0,3.0,0
6.3,32.0,2.0,0
202.1,57.0,,0
194.34,53.0,5.0,0
139.36,33.0,4.0,0
21.28,52.0,1.0,0
192.8,18.0,,0
148.01,35.0,2.0,1
196.58,12.0,5.0,0
189.18,51.0,0.0,0
201.74,10.0,,0
131.91,52.0,7.0,0
39.38,34.0,6.0,0
169.43,67.0,2.0,0
157.02,39.0,,1
186.85,8.0,3.0,0
46.62,29.0,,0
52.77,22.0,2.0,0
223.15,70.0,4.0,0
188.74,61.0,5.0,0
227.52,43.0,7.0,0
190.89,49.0,5.0,0
151.3,29.0,8.0,1
165.26,31.0,9.0,1
222.84,53.0,,0
146.81,34.0,9.0,1
159.94,38.0,,0
43.34,57.0,3.0,0
121.11,4.0,1.0,0
180.52,2.0,8.0,0
71.38,12.0,2.0,0
54.55,35.0,6.0,1
81.89,70.0,,1
64.17,72.0,0.0,1
57.65,21.0,7.0,0
109.09,61.0,3.0,0
227.42,35.0,5.0,0
129.23,48.0,6.0,1
51.04,15.0,,1
23.86,71.0,,1
175.56,15.0,1.0,0
98.79,6.0,8.0,0
206.35,68.0,9.0,0
166.58,22.0,2.0,1
200.08,32.0,0.0,1
71.63,22.0,1.0,0
174.63,27.0,,0
69.7,15.0,9.0,1
235.07,44.0,5.0,0
160.91,9.0,0.0,1
84.51,34.0,8.0,0
71.03,73.0,6.0,0
51.78,15.0,9.0,1
175.19,62.0,2.0,1
58.59,45.0,6.0,0
150.85,72.0,5.0,1
69.84,58.0,2.0,1
167.18,19.0,,0
204.66,16.0,0.0,0
195.62,,4.0,0
191.41,8.0,7.0,0
50.99,33.0,2.0,1
26.65,74.0,9.0,0
176.24,18.0,5.0,0
95.25,35.0,9.0,1
110.92,43.0,1.0,0
12.63,50.0,8.0,1
68.6,3.0,,0
13.25,59.0,4.0,1
220.4,28.0,,1
64.63,,9.0,1
141.55,64.0,8.0,1
14.55,70.0,8.0,0
168.38,47.0,6.0,0
84.14,14.0,9.0,1
224.99,7.0,4.0,1
222.59,74.0,8.0,0
84.7,79.0,6.0,1
225.74,31.0,1.0,0
249.06,51.0,9.0,1
207.23,29.0,0.0,0
211.99,15.0,9.0,0
66.01,76.0,9.0,0
146.29,25.0,3.0,0
21.48,61.0,9.0,0
28.25,41.0,7.0,0
249.73,69.0,5.0,0
85.03,4.0,,1
188.31,57.0,4.0,0
202.63,31.0,,0
215.22,,5.0,1
249.42,67.0,5.0,1
64.17,50.0,,0
14.89,17.0,4.0,1
105.74,60.0,2.0,1
36.87,74.0,2.0,1
10.49,66.0,4.0,1
93.3,75.0,,1
197.02,24.0,4.0,0
143.71,32.0,8.0,1
81.63,19.0,4.0,1
165.31,66.0,3.0,0
61.84,60.0,3.0,0
8.52,66.0,0.0,0
192.27,,9.0,1
157.82,35.0,3.0,0
191.76,69.0,3.0,0
14.54,27.0,8.0,1
210.09,7.0,,0
156.78,6.0,,1
143.03,33.0,0.0,0
158.03,58.0,6.0,0
216.79,49.0,1.0,0
148.8,17.0,7.0,0
147.33,42.0,0.0,0
247.72,72.0,9.0,1
190.4,40.0,2.0,1
113.36,46.0,7.0,1
178.31,71.0,9.0,0
100.36,70.0,7.0,0
61.07,68.0,4.0,0
151.23,1.0,4.0,0
232.4,,7.0,0
232.64,52.0,9.0,0
88.77,35.0,4.0,1
134.28,69.0,8.0,1
56.85,5.0,0.0,1
248.93,,4.0,1
245.37,53.0,2.0,0
164.13,52.0,2.0,1
202.08,14.0,1.0,0
180.2,29.0,,0
150.32,8.0,,0
18.07,1.0,7.0,0
116.42,29.0,7.0,0
170.32,36.0,7.0,0
171.0,51.0,0.0,0
96.42,37.0,6.0,1
235.71,69.0,1.0,0
46.0,53.0,9.0,0
127.59,52.0,3.0,0
174.27,12.0,4.0,1
175.8,52.0,,0
163.92,1.0,3.0,0
72.45,7.0,3.0,0
43.27,17.0,8.0,1
160.81,43.0,8.0,0
151.83,71.0,9.0,0
48.94,,0.0,0
177.76,59.0,,1
116.52,,3.0,0
168.6,,3.0,1
210.15,22.0,4.0,0
46.58,38.0,1.0,0
9.69,54.0,0.0,0
195.88,50.0,4.0,1
154.38,69.0,6.0,0
176.41,30.0,9.0,0
210.35,23.0,8.0,1
201.69,47.0,1.0,0
240.43,,7.0,0
136.3,20.0,6.0,0
124.68,23.0,1.0,1
103.46,68.0,4.0,1
42.65,21.0,,1
145.29,21.0,2.0,0
72.87,1.0,1.0,0
230.72,15.0,5.0,0
147.88,17.0,9.0,0
150.25,51.0,5.0,0
91.96,63.0,3.0,1
17.74,14.0,0.0,0
12.78,,4.0,1
108.72,50.0,0.0,0
25.72,34.0,7.0,1
153.68,6.0,1.0,0
220.84,49.0,8.0,0
221.31,6.0,8.0,0
166.47,69.0,2.0,1
56.75,7.0,5.0,1
216.43,77.0,,0
222.09,51.0,6.0,0
53.18,1.0,,0
185.67,13.0,2.0,0
75.2,43.0,1.0,1
201.65,27.0,9.0,0
249.32,71.0,,0
12.36,3.0,0.0,1
224.85,58.0,9.0,0
157.54,17.0,0.0,1
243.48,45.0,,0
118.93,78.0,3.0,1
212.61,58.0,,0
20.29,56.0,9.0,0
87.14,54.0,0.0,1
21.42,29.0,3.0,0
243.96,54.0,,1
205.16,27.0,8.0,1
213.87,45.0,4.0,1
234.8,31.0,,0
25.85,36.0,,0
99.47,61.0,5.0,1
22.4,37.0,8.0,1
56.64,,0.0,0
61.19,36.0,3.0,0
119.93,5.0,3.0,1
70.8,46.0,9.0,0
29.74,79.0,9.0,0
46.04,52.0,,0
41.08,49.0,9.0,0
243.4,6.0,0.0,0
191.03,10.0,9.0,1
242.1,23.0,4.0,1
112.74,17.0,2.0,1
73.2,44.0,0.0,0
200.58,,,0
84.93,15.0,2.0,0
78.35,44.0,3.0,0
61.96,58.0,8.0,0
36.77,50.0,,0
67.83,52.0,0.0,0
92.05,70.0,,0
170.13,68.0,,0
20.33,63.0,0.0,1
56.57,58.0,0.0,1
203.21,23.0,6.0,1
41.0,44.0,1.0,1
88.95,44.0,3.0,0
216.84,52.0,3.0,1
42.96,67.0,1.0,1
25.27,28.0,,0
123.71,67.0,9.0,1
79.09,78.0,1.0,0
143.04,18.0,7.0,0
201.93,27.0,3.0,1
38.6,51.0,0.0,1
147.27,60.0,,0
128.85,74.0,5.0,0
40.3,49.0,5.0,0
157.88,15.0,2.0,0
72.04,,9.0,1
124.52,68.0,6.0,1
25.16,15.0,,1
117.6,51.0,9.0,0
80.08,48.0,9.0,0
206.48,72.0,8.0,0
18.96,1.0,2.0,0
107.56,7.0,2.0,0
117.32,53.0,3.0,0
182.63,31.0,2.0,0
145.7,18.0,3.0,0
168.47,12.0,5.0,0
195.38,48.0,0.0,0
216.24,30.0,1.0,1
81.9,7.0,9.0,0
136.82,3.0,5.0,1
210.83,63.0,,1
247.42,6.0,0.0,1
222.93,15.0,5.0,0
96.01,71.0,,0
52.82,43.0,7.0,0
124.9,18.0,9.0,1
186.7,22.0,4.0,1
125.68,61.0,3.0,0
123.38,61.0,5.0,0
210.37,,,0
93.54,26.0,5.0,0
215.65,40.0,,1
104.67,8.0,2.0,0
85.42,21.0,6.0,0
116.23,43.0,7.0,0
191.8,21.0,4.0,0
35.87,3.0,4.0,0
53.12,31.0,3.0,0
238.1,27.0,9.0,0
48.0,27.0,4.0,1
144.09,73.0,,0
146.93,57.0,,0
124.96,33.0,4.0,1
162.96,44.0,8.0,0
61.31,43.0,0.0,0
140.4,,6.0,0
96.18,65.0,4.0,0
167.11,76.0,3.0,0
39.6,17.0,2.0,0
144.86,15.0,,0
50.39,34.0,6.0,1
73.27,4.0,1.0,0
58.58,72.0,4.0,1
49.8,79.0,1.0,1
207.3,28.0,6.0,1
75.0,73.0,,1
232.15,2.0,9.0,0
242.63,17.0,6.0,0
144.96,58.0,8.0,1
40.04,74.0,1.0,0
96.76,9.0,8.0,0
200.44,31.0,6.0,0
95.01,66.0,1.0,0
26.32,62.0,9.0,0
141.41,19.0,,0
212.05,74.0,3.0,1
200.0,55.0,1.0,0
47.91,28.0,0.0,1
169.83,50.0,5.0,0
59.02,65.0,9.0,0
58.46,3.0,4.0,0
219.15,79.0,2.0,1
66.17,52.0,0.0,1
69.5,10.0,8.0,0
5.16,21.0,7.0,0
218.31,37.0,5.0,1
199.19,15.0,5.0,1
158.7,78.0,3.0,0
188.82,79.0,,0
42.25,74.0,3.0,1
117.29,9.0,1.0,0
91.05,44.0,6.0,0
27.98,39.0,8.0,0
124.1,5.0,1.0,1
230.58,25.0,8.0,0
14.81,56.0,8.0,1
76.41,64.0,7.0,1
55.85,72.0,0.0,0
63.35,52.0,4.0,0
227.57,76.0,,1
119.68,9.0,3.0,0
119.24,10.0,,0
191.34,10.0,7.0,1
42.85,73.0,9.0,1
124.38,62.0,7.0,0
110.35,60.0,,0
151.24,19.0,,0
249.89,38.0,9.0,1
193.51,6.0,9.0,1
102.48,15.0,6.0,0
207.75,47.0,3.0,1
46.82,45.0,5.0,1
12.46,5.0,,0
55.09,78.0,,0
88.4,53.0,,0
130.09,66.0,1.0,1
155.71,62.0,1.0,0
228.1,23.0,2.0,1
129.91,44.0,3.0,0
127.81,52.0,0.0,0
17.31,46.0,4.0,0
13.55,19.0,6.0,1
140.03,47.0,9.0,0
112.35,52.0,4.0,1
210.6,24.0,6.0,0
44.37,17.0,4.0,1
11.12,46.0,9.0,0
115.01,64.0,,0
63.18,28.0,6.0,0
17.16,50.0,0.0,0
182.53,64.0,0.0,1
32.34,,,1
154.04,56.0,1.0,0
73.86,59.0,8.0,1
47.51,5.0,1.0,0
98.04,54.0,8.0,0
201.35,44.0,9.0,0
101.06,42.0,1.0,0
188.94,72.0,3.0,1
35.74,,2.0,1
194.33,47.0,,0
63.05,76.0,3.0,0
170.96,25.0,8.0,1
143.62,44.0,8.0,0
232.64,15.0,9.0,0
99.89,51.0,8.0,0
21.21,53.0,,1
9.69,34.0,2.0,1
207.58,77.0,3.0,1
133.56,,,0
194.93,77.0,5.0,1
62.43,70.0,,0
89.55,21.0,7.0,1
12.38,7.0,6.0,0
240.57,79.0,4.0,0
168.63,56.0,,1
233.64,49.0,3.0,1
70.05,42.0,3.0,1
154.81,23.0,7.0,0
171.23,52.0,3.0,1
82.8,79.0,6.0,0
212.79,53.0,3.0,1
237.05,16.0,0.0,1
221.79,37.0,9.0,0
186.07,18.0,8.0,0
72.98,20.0,3.0,1
74.0,,2.0,0
241.02,2.0,2.0,0
7.52,63.0,,0
180.43,3.0,7.0,0
178.03,46.0,9.0,0
157.56,49.0,6.0,0
247.58,1.0,6.0,0
81.41,22.0,3.0,0
88.29,14.0,2.0,0
24.34,45.0,3.0,0
113.49,6.0,5.0,1
68.96,65.0,3.0,0
89.13,21.0,3.0,1
209.47,4.0,1.0,1
234.19,3.0,6.0,0
50.5,30.0,5.0,0
96.26,31.0,1.0,1
232.51,34.0,4.0,0
20.14,20.0,5.0,0
27.63,54.0,,0
44.88,25.0,3.0,0
150.83,15.0,8.0,0
41.87,38.0,2.0,0
242.18,23.0,1.0,0
114.45,52.0,8.0,1
127.87,66.0,7.0,1
65.43,57.0,8.0,0
120.39,57.0,9.0,0
167.17,79.0,2.0,1
189.04,52.0,0.0,0
189.7,35.0,0.0,0
146.58,74.0,2.0,1
226.57,14.0,3.0,1
205.26,14.0,1.0,0
190.48,33.0,7.0,0
18.62,52.0,2.0,0
6.69,1.0,3.0,0
57.05,34.0,5.0,0
167.56,19.0,,0
105.74,24.0,,0
103.59,4.0,1.0,0
221.72,,,0
224.41,77.0,3.0,1
227.75,58.0,4.0,1
81.9,32.0,6.0,1
174.31,9.0,6.0,0
71.55,67.0,5.0,0
51.7,20.0,9.0,1
50.23,74.0,5.0,0
88.82,62.0,5.0,0
110.34,58.0,,0
208.58,22.0,2.0,0
34.37,67.0,0.0,1
185.06,75.0,2.0,0
135.21,48.0,2.0,0
75.55,8.0,,0
125.74,73.0,2.0,1
78.49,,7.0,0
151.04,32.0,7.0,1
111.29,53.0,2.0,0
45.28,67.0,9.0,1
33.56,4.0,9.0,0
138.94,30.0,,0
226.09,13.0,,1
89.27,21.0,7.0,1
184.59,41.0,9.0,1
166.37,19.0,9.0,0
233.23,48.0,8.0,0
206.14,63.0,8.0,0
143.82,20.0,7.0,0
165.97,64.0,6.0,0
225.1,37.0,9.0,0
102.88,31.0,2.0,1
85.06,74.0,6.0,0
7.65,18.0,3.0,1
207.51,20.0,,1
201.24,,7.0,0
30.59,44.0,1.0,1
146.33,64.0,0.0,0
118.68,34.0,4.0,1
34.08,,,1
245.24,55.0,,1
57.6,74.0,4.0,1
21.47,1.0,1.0,0
150.74,38.0,9.0,0
186.02,9.0,3.0,0
12.95,71.0,7.0,0
166.39,17.0,6.0,1
135.41,52.0,4.0,1
30.3,18.0,3.0,0
47.27,63.0,4.0,0
144.15,33.0,6.0,0
77.61,4.0,,0
234.89,75.0,,0
205.59,52.0,6.0,1
245.97,9.0,6.0,1
68.62,64.0,,0
242.58,30.0,7.0,0
110.65,8.0,7.0,0
90.14,5.0,5.0,0
17.34,76.0,6.0,1
17.93,63.0,,0
174.54,1.0,4.0,0
117.19,15.0,9.0,1
60.5,38.0,1.0,0
155.42,42.0,6.0,0
66.95,46.0,9.0,1
146.52,53.0,2.0,1
93.01,26.0,9.0,0
206.77,61.0,,0
206.07,67.0,5.0,0
121.95,54.0,3.0,1
90.95,22.0,1.0,0
93.83,26.0,6.0,1
202.4,60.0,0.0,1
85.4,39.0,6.0,0
56.22,36.0,9.0,0
25.75,21.0,9.0,0
119.34,41.0,6.0,0
123.12,48.0,9.0,1
211.02,26.0,2.0,0
59.2,63.0,3.0,0
98.34,77.0,3.0,1
203.06,36.0,3.0,0
206.79,24.0,8.0,0
99.23,,,0
117.49,18.0,,0
79.31,15.0,8.0,0
233.48,79.0,3.0,1
34.07,6.0,6.0,0
233.77,43.0,9.0,1
172.55,31.0,8.0,0
135.24,28.0,9.0,1
13.0,8.0,2.0,1
121.52,29.0,2.0,0
104.9,21.0,5.0,0
44.5,58.0,7.0,0
165.82,60.0,0.0,1
242.93,50.0,3.0,1
142.74,31.0,7.0,1
180.11,47.0,5.0,1
21.77,34.0,1.0,0
107.33,2.0,7.0,0
33.51,67.0,0.0,0
155.13,,0.0,0
234.93,52.0,6.0,1
167.14,7.0,9.0,1
23.82,76.0,2.0,1
91.89,19.0,,0
139.91,15.0,8.0,0
103.79,78.0,7.0,1
209.24,48.0,,0
204.59,14.0,0.0,0
154.9,3.0,5.0,0
96.5,50.0,0.0,0
67.56,54.0,7.0,1
30.94,6.0,5.0,0
91.95,49.0,4.0,1
106.23,23.0,5.0,1
170.58,,3.0,0
166.25,78.0,0.0,1
22.18,20.0,6.0,0
101.84,77.0,9.0,0
49.54,60.0,8.0,1
43.42,45.0,3.0,0
207.69,61.0,3.0,0
15.27,56.0,8.0,0
107.7,2.0,3.0,0
46.21,45.0,9.0,0
220.44,40.0,3.0,0
141.47,24.0,7.0,0
61.69,29.0,3.0,1
128.09,67.0,8.0,0
184.21,68.0,7.0,0
239.74,66.0,4.0,0
59.01,54.0,8.0,1
222.11,53.0,7.0,0
233.9,79.0,9.0,1
229.52,49.0,,1
160.68,32.0,3.0,0
159.31,61.0,0.0,0
103.79,42.0,,0
189.34,1.0,,1
135.17,63.0,,0
170.97,35.0,5.0,0
109.97,,,1
184.22,71.0,,1
207.0,45.0,9.0,1
40.88,77.0,7.0,1
209.07,65.0,8.0,0
137.37,14.0,2.0,0
211.94,3.0,9.0,0
110.67,24.0,3.0,0
97.86,65.0,0.0,1
229.19,48.0,4.0,0
66.54,10.0,3.0,1
211.83,13.0,5.0,1
123.59,73.0,5.0,1
130.95,14.0,9.0,0
80.57,10.0,5.0,0
145.4,40.0,,0
84.68,23.0,6.0,1
14.62,55.0,2.0,0
71.64,63.0,5.0,0
6.56,71.0,9.0,0
244.7,42.0,0.0,0
241.61,66.0,7.0,0
101.81,79.0,,1
183.45,73.0,8.0,1
89.72,47.0,2.0,1
169.42,52.0,7.0,0
202.33,18.0,1.0,0
236.96,79.0,8.0,1
103.05,18.0,0.0,1
196.91,24.0,9.0,0
70.15,23.0,6.0,1
247.63,12.0,9.0,1
11.31,23.0,0.0,0
152.86,21.0,5.0,0
166.58,64.0,0.0,0
173.57,72.0,3.0,1
34.49,34.0,,0
234.94,2.0,1.0,0
49.39,69.0,2.0,1
157.57,31.0,3.0,0
59.56,68.0,5.0,0
80.27,70.0,8.0,0
138.88,19.0,3.0,1
107.21,72.0,5.0,1
44.26,13.0,,1
46.88,65.0,3.0,0
107.45,6.0,5.0,0
190.53,71.0,2.0,1
225.0,27.0,4.0,0
25.61,79.0,9.0,0
101.31,52.0,3.0,0
29.56,48.0,6.0,0
9.07,79.0,5.0,0
167.12,68.0,6.0,0
152.6,44.0,5.0,1
44.94,17.0,1.0,0
62.28,38.0,6.0,1
10.81,10.0,,0
209.56,54.0,6.0,0
243.8,6.0,3.0,0
38.19,6.0,3.0,1
61.71,52.0,4.0,1
217.76,15.0,8.0,0
231.98,68.0,4.0,0
107.81,57.0,1.0,0
17.4,56.0,4.0,1
14.65,7.0,2.0,1
145.62,51.0,,1
101.26,58.0,7.0,0
12.02,64.0,9.0,0
147.9,26.0,,1
7.77,58.0,1.0,1
197.91,31.0,3.0,0
80.08,66.0,4.0,0
14.86,13.0,3.0,1
149.15,18.0,4.0,0
102.43,75.0,9.0,0
243.58,13.0,3.0,0
138.33,24.0,,0
72.43,57.0,,0
178.81,29.0,3.0,1
71.52,56.0,8.0,0
226.54,54.0,0.0,0
96.81,,6.0,1
139.72,35.0,2.0,1
17.39,19.0,7.0,1
109.4,55.0,5.0,1
208.93,77.0,0.0,1
202.38,69.0,9.0,1
59.96,,,1
60.39,78.0,7.0,1
205.24,38.0,2.0,1
232.95,62.0,3.0,1
28.36,22.0,6.0,1
115.26,73.0,5.0,1
87.68,40.0,6.0,1
218.32,26.0,8.0,0
25.46,5.0,8.0,1
56.73,54.0,1.0,0
189.35,49.0,2.0,0
17.57,3.0,3.0,1
125.67,38.0,5.0,0
113.32,14.0,4.0,0
86.93,47.0,5.0,0
101.67,14.0,,0
134.84,75.0,1.0,0
44.54,73.0,5.0,0
145.14,38.0,8.0,1
202.33,64.0,,0
191.24,44.0,0.0,1
42.71,70.0,7.0,1
41.57,65.0,3.0,0
70.7,25.0,,1
93.46,16.0,3.0,0
105.07,15.0,7.0,1
171.53,3.0,8.0,0
18.89,67.0,4.0,1
13.49,37.0,4.0,0
101.02,55.0,1.0,0
175.81,38.0,8.0,0
52.39,63.0,3.0,0
162.17,1.0,2.0,0
68.66,71.0,1.0,0
222.09,19.0,2.0,0
224.44,52.0,3.0,0
77.84,30.0,8.0,1
61.35,55.0,5.0,0
105.77,14.0,9.0,1
63.93,13.0,,0
169.73,27.0,8.0,0
207.39,9.0,7.0,0
169.91,41.0,5.0,1
206.97,48.0,2.0,0
102.26,12.0,6.0,0
43.3,10.0,9.0,1
185.8,6.0,5.0,1
93.32,34.0,7.0,0
169.46,52.0,,0
71.31,41.0,9.0,0
24.9,6.0,3.0,0
248.18,2.0,9.0,0
43.27,15.0,6.0,1
247.16,17.0,6.0,0
244.43,16.0,7.0,0
199.49,28.0,1.0,0
166.56,72.0,5.0,0
146.56,10.0,,0
217.19,10.0,7.0,0
75.91,10.0,3.0,0
119.58,73.0,3.0,1
156.75,28.0,,0
105.74,24.0,5.0,1
109.73,19.0,,0
85.92,68.0,,1
143.24,56.0,7.0,1
213.39,67.0,2.0,0
54.37,42.0,0.0,1
233.94,12.0,9.0,0
173.83,18.0,,0
206.7,23.0,0.0,1
141.27,6.0,4.0,0
195.98,53.0,4.0,0
8.97,42.0,0.0,0
205.5,66.0,4.0,0
14.83,30.0,6.0,1
223.03,9.0,4.0,0
248.03,42.0,8.0,0
77.05,34.0,3.0,0
56.53,40.0,,0
192.51,17.0,7.0,0
66.99,29.0,,0
217.06,50.0,3.0,0
30.2,76.0,,1
35.86,49.0,0.0,0
244.89,73.0,7.0,0
170.09,61.0,1.0,1
212.49,46.0,7.0,1
84.46,46.0,3.0,1
170.74,17.0,7.0,0
150.59,66.0,,0
152.77,5.0,4.0,1
172.22,54.0,8.0,0
145.96,16.0,6.0,1
110.12,7.0,,0
72.6,8.0,3.0,1
193.3,72.0,9.0,1
60.44,38.0,,0
174.63,54.0,5.0,0
62.17,76.0,,0
158.21,15.0,2.0,1
188.03,50.0,1.0,0
58.58,56.0,9.0,0
19.69,9.0,8.0,1
37.09,8.0,2.0,1
153.47,19.0,6.0,1
213.11,51.0,0.0,0
16.02,72.0,7.0,1
184.87,57.0,0.0,1
88.62,68.0,,0
122.24,31.0,0.0,0
232.57,3.0,3.0,1
86.33,43.0,1.0,1
119.01,29.0,0.0,1
8.35,10.0,0.0,0
24.99,12.0,1.0,0
68.35,46.0,,1
11.82,30.0,1.0,0
159.69,32.0,1.0,1
109.47,73.0,7.0,0
139.3,47.0,4.0,0
47.79,63.0,7.0,0
77.5,26.0,7.0,0
167.64,3.0,1.0,0
241.5,23.0,6.0,0
17.35,75.0,8.0,1
223.14,,7.0,1
146.34,50.0,8.0,0
143.16,36.0,,1
127.57,13.0,3.0,1
22.0,29.0,9.0,1
27.02,38.0,6.0,1
152.22,77.0,8.0,0
88.53,5.0,,0
229.73,20.0,3.0,0
104.61,78.0,6.0,0
40.1,14.0,5.0,0
180.11,8.0,2.0,0
76.87,48.0,9.0,0
133.74,13.0,5.0,0
175.97,,7.0,0
225.56,79.0,1.0,0
199.09,65.0,2.0,1
170.71,34.0,,1
171.51,51.0,3.0,0
236.75,3.0,,0
77.48,78.0,,0
5.27,58.0,9.0,1
71.63,72.0,0.0,1
58.38,55.0,6.0,0
167.15,42.0,3.0,1
160.26,21.0,5.0,1
150.4,,7.0,0
8.98,57.0,6.0,1
183.55,25.0,6.0,0
84.26,56.0,,1
167.94,38.0,3.0,0
141.36,61.0,3.0,0
88.97,47.0,8.0,1
37.97,54.0,,0
28.13,46.0,8.0,1
208.72,68.0,,0
230.01,4.0,3.0,1
164.2,66.0,1.0,0
30.34,43.0,1.0,1
103.5,62.0,8.0,0
183.59,4.0,8.0,0
196.06,65.0,2.0,1
33.96,62.0,4.0,1
5.01,2.0,,0
179.47,,1.0,0
92.37,57.0,1.0,0
67.35,45.0,9.0,0
8.16,18.0,,1
137.37,48.0,,0
213.53,42.0,,1
239.62,41.0,0.0,0
143.61,75.0,0.0,0
131.04,58.0,8.0,0
25.84,42.0,1.0,1
139.47,,3.0,0
98.09,38.0,,0
